Name,Type,mag,Const,_RAJ2000,_DEJ2000
I4974,,,Pav,303.8255,-61.8666
I4960,Gx,,Pav,303.8506,-70.5333
I4958,,,Pav,303.8756,-72.7000
I4976,,,Pav,303.8755,-61.8833
I4980,Gx,,Pav,303.8755,-57.9166
I4962,,,Pav,303.9756,-71.0000
I4983,Gx,,Tel,304.0255,-52.0833
I4984,,,Tel,304.0755,-52.7166
6894,Pl,14.0,Cyg,304.1004,30.5667
6895,-,,Cyg,304.1005,50.2333
I4967,Gx,,Pav,304.1006,-70.5666
I4996,OC,7.3,Cyg,304.1254,37.6333
6892,-,,Sge,304.2004,18.0333
I1312,,,Sge,304.2004,18.0167
6872,Gx,11.6,Pav,304.2256,-70.7666
I4970,Gx,13.9,Pav,304.2256,-70.7500
I4971,,,Pav,304.2506,-70.6333
6887,Gx,12.0,Tel,304.3005,-52.7833
I4986,Gx,,Tel,304.3005,-55.0333
I4987,Gx,,Tel,304.3255,-52.2833
I1315,,,Cyg,304.3504,30.6833
I4964,Gx,,Pav,304.3506,-73.8833
I1314,,,Vul,304.4254,25.1833
I4972,Gx,,Pav,304.4256,-70.9166
6896,-,,Cyg,304.5004,30.6500
6876,Gx,13.0,Pav,304.5756,-70.8666
6890,Gx,12.5,Sgr,304.5754,-44.8000
I4991,Gx,,Sgr,304.6004,-41.0500
6877,Gx,12.7,Pav,304.6506,-70.8500
I1313,Gx,,Cap,304.6754,-16.9500
6889,Gx,,Tel,304.7255,-53.9500
6880,Gx,,Pav,304.8756,-70.8666
I4989,,,Pav,304.8755,-58.5500
6911,Gx,15.0,Dra,304.9005,66.7500
I4981,Gx,,Pav,304.9256,-70.8500
I4994,Gx,,Tel,304.9255,-53.4500
I4995,Gx,,Tel,305.0005,-52.6166
I4997,Pl,12.0,Sge,305.0504,16.7500
I4982,,,Pav,305.1006,-71.0000
I4985,,,Pav,305.1756,-70.9833
6893,Gx,13.0,Tel,305.2005,-48.2333
6897,Gx,15.0,Cap,305.2504,-12.2667
6898,Gx,14.0,Cap,305.3004,-12.3500
I4990,,,Pav,305.3755,-66.9000
6900,Gx,14.0,Aql,305.4004,-2.5667
6904,-,,Vul,305.4504,25.7500
I4988,,,Pav,305.4506,-69.3833
I4993,,,Pav,305.5005,-67.0000
I1318,,,Cyg,305.5504,40.2500
I4998,Gx,,Sgr,305.5504,-38.3000
I5018,Gx,,Sgr,305.5504,-38.3000
6901,Gx,15.0,Aql,305.5754,6.4500
6905,Pl,12.0,Del,305.6004,20.1167
I1316,,,Aql,305.6004,6.5333
I5000,Gx,,Aql,305.6004,6.4333
6910,OC,7.4,Cyg,305.7754,40.7833
I1317,Gx,13.4,Aql,305.8254,0.6667
6916,Gx,15.0,Cyg,305.8755,58.3666
I4992,Gx,,Pav,305.8756,-71.5666
6903,Gx,13.0,Cap,305.9004,-19.3166
6906,Gx,12.7,Aql,305.9004,6.4500
I5006,Gx,12.0,Aql,305.9254,6.4500
6913,OC,6.6,Cyg,305.9754,38.5333
I4999,Gx,,Cap,305.9754,-26.0166
6899,Gx,,Tel,306.1005,-50.4333
6902,Gx,13.0,Sgr,306.1254,-43.6500
6914,Nb,,Cyg,306.1754,42.4833
6907,Gx,11.3,Cap,306.2754,-24.8166
6908,-,,Cap,306.3004,-24.8000
I5003,,,Sgr,306.3004,-29.8666
I5005,Gx,,Cap,306.3254,-25.8333
I5004,,,Sgr,306.3504,-30.8666
I5007,,,Sgr,306.4004,-29.7000
I1319,Gx,14.0,Cap,306.5004,-18.5166
I5001,Gx,,Tel,306.5755,-54.7833
I1320,Gx,14.0,Del,306.6004,2.9167
I5002,Gx,,Tel,306.6755,-54.8000
6912,Gx,14.0,Cap,306.7254,-18.6333
6917,Gx,14.0,Del,306.8504,8.1000
6909,Gx,13.0,Tel,306.9254,-47.0333
6915,Gx,,Aql,306.9504,-3.0833
I1321,Gx,15.0,Cap,307.0504,-18.3000
6921,Gx,15.0,Vul,307.1254,25.7167
I5011,Gx,,Mic,307.1504,-36.0333
I5013,Gx,,Mic,307.1504,-36.0333
I5015,,,Mic,307.1504,-31.7000
I5012,Gx,,Pav,307.3755,-56.7500
6922,Gx,14.0,Aql,307.4754,-2.1833
I1322,,,Cap,307.5254,-15.2166
I1323,D*,,Cap,307.6254,-15.1833
I5020,Gx,13.0,Mic,307.6504,-33.4833
6918,Gx,,Ind,307.7004,-47.4666
I5019,Gx,,Mic,307.7004,-36.0833
I5010,,,Pav,307.7505,-65.9166
6939,OC,7.8,Cep,307.8505,60.6333
6919,Gx,,Mic,307.9004,-44.2166
6923,Gx,12.1,Mic,307.9254,-30.8333
I5017,Gx,,Ind,308.0255,-57.5833
I1324,,,Cap,308.0504,-9.0667
6927,Gx,14.5,Del,308.1504,9.9167
I5009,,,Pav,308.1506,-72.1666
I5008,Gx,,Pav,308.1756,-72.7000
6928,Gx,12.6,Del,308.2004,9.9333
I1325,,,Del,308.2004,9.8833
6930,Gx,13.1,Del,308.2504,9.8667
I1326,,,Del,308.2504,9.9000
6926,Gx,12.4,Aql,308.2754,-2.0167
6924,Gx,14.0,Cap,308.3004,-25.5000
6929,Gx,13.5,Aql,308.3504,-2.0333
I5021,,,Ind,308.3755,-54.5166
6931,Gx,14.0,Cap,308.4004,-11.3833
6933,D*,,Del,308.4004,7.3833
6934,Gb,8.9,Del,308.5504,7.4000
6925,Gx,11.3,Mic,308.5754,-31.9833
6940,OC,6.3,Vul,308.6504,28.3000
6938,-,,Vul,308.7004,22.2500
6946,Gx,8.9,Cep,308.7005,60.1500
6949,Gx,15.0,Cep,308.7755,64.8000
I5014,,,Pav,308.8256,-73.4666
I5016,,,Pav,308.9006,-72.9166
I1327,Gx,15.0,Aql,308.9254,0.0167
6936,,,Cap,308.9754,-25.2833
6941,Gb,13.0,Aql,309.0754,-4.6333
6986,,,Cap,309.1504,-18.6333
6952,Gx,,Cep,309.2505,66.1000
6951,Gx,11.1,Cep,309.3005,66.1000
6953,,,Cep,309.4255,65.7666
I5023,,,Pav,309.5255,-67.1833
6935,Gx,13.0,Ind,309.6005,-52.1000
6944,Gx,13.3,Del,309.6004,7.0000
6937,Gx,,Ind,309.7005,-52.1500
6945,Gx,13.0,Aqr,309.7254,-5.0167
I5024,,,Pav,310.0256,-71.1000
I5029,?,,Mic,310.0754,-29.8333
I5030,,,Mic,310.1504,-29.8500
6942,Gx,13.0,Ind,310.2005,-54.3166
I5022,Gx,,Oct,310.2757,-76.4500
I5027,,,Ind,310.2755,-55.4833
6950,-,,Del,310.3004,16.6333
6947,Gx,,Mic,310.3254,-32.4833
I1328,Gx,15.0,Cap,310.5004,-19.6333
6932,Gx,,Pav,310.5256,-73.6166
I5039,Gx,12.6,Mic,310.8004,-29.8500
I5046,Gx,,Mic,310.8004,-29.8500
I5028,Gx,,Pav,310.8505,-65.6500
6948,Gx,,Ind,310.8755,-53.3500
I5041,Gx,,Mic,310.9004,-29.7000
I5047,Gx,,Mic,310.9004,-29.7000
I1329,,,Del,310.9254,15.5833
I5034,Gx,,Ind,310.9255,-57.0333
I5033,,,Ind,310.9505,-57.3166
6920,Gx,,Oct,310.9758,-80.0000
6956,Gx,14.0,Del,311.0004,12.5167
6954,Gx,13.2,Del,311.0254,3.2167
I5035,,,Ind,311.0755,-57.1333
6955,Gx,15.0,Del,311.1004,2.5833
6943,Gx,12.0,Pav,311.1256,-68.7500
I5036,,,Ind,311.1755,-57.6166
6957,Gx,15.0,Del,311.2254,2.5667
I5025,Gx,,Oct,311.2507,-76.9833
I5031,?,,Pav,311.3255,-67.5333
I5050,Gx,14.0,Aqr,311.3254,-5.6500
I5032,,,Pav,311.3505,-67.5333
I5037,,,Ind,311.4005,-58.4333
6960,Nb,,Cyg,311.4254,30.7167
I1330,Gx,15.0,Aqr,311.5754,-14.0333
I5043,,,Ind,311.6755,-56.9833
I5038,,,Pav,311.7255,-65.0166
6959,Gx,14.0,Aqr,311.7754,0.4500
6961,Gx,15.0,Aqr,311.8004,0.3833
I5057,*,,Aqr,311.8004,0.3167
6962,Gx,12.0,Aqr,311.8254,0.3167
6963,Gx,14.1,Aqr,311.8254,0.4833
6964,Gx,12.7,Aqr,311.8504,0.3000
6965,,,Aqr,311.8504,0.5000
6966,D*,,Aqr,311.8504,0.3667
I5049,Gx,,Mic,311.8504,-38.4166
I5058,*,,Aqr,311.8504,0.4833
6967,Gx,14.0,Aqr,311.9004,0.4167
I5061,***,,Aqr,311.9004,0.3333
I5042,,,Pav,311.9505,-65.0833
I5067,,,Cyg,311.9504,44.3666
I1331,Gx,14.0,Aqr,311.9754,-9.9833
I5062,D*,,Aqr,312.0504,-8.3667
6968,Gx,14.0,Aqr,312.1004,-8.3333
6969,Gx,15.0,Del,312.1004,7.7500
I5026,Gx,,Oct,312.1257,-78.0666
6958,Gx,12.0,Mic,312.1504,-38.0000
I5056,,,Mic,312.2504,-39.1833
6971,Gx,15.0,Del,312.3504,6.0000
6972,Gx,14.0,Del,312.5004,9.9000
I5044,,,Pav,312.6506,-71.9500
I5045,,,Pav,312.6756,-71.9666
6974,Nb,,Cyg,312.7004,31.8666
I5068,Nb,,Cyg,312.7004,42.5166
I5070,Nb,,Cyg,312.7004,44.3500
6979,Nb,,Cyg,312.7504,32.1500
I5059,,,Ind,312.8255,-57.6833
I5048,,,Pav,312.9006,-71.8000
I5065,Gx,,Mic,312.9504,-29.8500
I1332,Gx,15.0,Aqr,312.9754,-13.7166
I5063,Gx,12.0,Ind,313.0005,-57.0833
6970,Gx,12.7,Ind,313.0254,-48.8000
6973,*,,Aqr,313.0254,-5.8833
I5052,Gx,12.0,Pav,313.0256,-69.2000
I1334,Gx,15.0,Cap,313.0504,-16.2833
I1333,,,Cap,313.0754,-16.2500
I5040,,,Oct,313.0757,-76.6666
I5051,,,Pav,313.0756,-71.7833
6975,Gx,,Aqr,313.1004,-5.7667
6976,Gx,14.0,Aqr,313.1004,-5.7667
6977,Gx,14.0,Aqr,313.1254,-5.7333
6978,Gx,14.0,Aqr,313.1504,-5.7167
I5064,Gx,,Ind,313.1505,-57.2333
6980,*,,Aqr,313.2004,-5.8167
I5055,,,Pav,313.2255,-68.4500
I1335,,,Cap,313.2754,-16.3333
6981,Gb,9.4,Aqr,313.3754,-12.5333
I5053,Gx,,Pav,313.4006,-71.1333
I5054,Gx,,Pav,313.4256,-71.0166
6989,-,,Cyg,313.5254,45.2833
I5060,,,Pav,313.6506,-71.6333
I1336,Gx,15.0,Cap,313.7754,-18.0666
6988,Gx,15.0,Del,313.9504,10.5333
I5076,Nb,,Cyg,313.9754,47.4166
6985,-,,Aqr,314.0004,-11.0833
I1340,Nb,,Cyg,314.0504,31.0666
6992,Nb,,Cyg,314.1004,31.7166
6996,OC,,Cyg,314.1004,45.4666
6997,OC,10.0,Cyg,314.1254,44.6333
6991,OC,,Cyg,314.1504,47.4166
6983,Gx,,Mic,314.2004,-43.9666
I1337,,,Cap,314.2254,-16.5833
I1338,,,Cap,314.2504,-16.5000
6995,Nb,,Cyg,314.2754,31.2166
I5066,,,Pav,314.2756,-73.1499
6982,Gx,,Ind,314.3505,-51.8500
6984,Gx,13.0,Ind,314.4755,-51.8666
I1339,Gx,,Cap,314.4754,-17.9500
6987,Gx,,Ind,314.5004,-48.6166
7000,Nb,,Cyg,314.7004,44.3333
6994,OC,9.0,Aqr,314.7504,-12.6333
6993,-,,Cap,314.8754,-25.6833
6990,Gx,,Ind,314.9755,-55.5666
I5069,,,Pav,315.0006,-71.7999
I1341,Gx,15.0,Aqr,315.1004,-13.9666
I1342,,,Aqr,315.1004,-14.5000
7023,C+N,7.0,Cep,315.1255,68.1666
7008,Pl,13.0,Cyg,315.1505,54.5500
7003,Gx,14.0,Del,315.2004,17.8000
I5074,,,Pav,315.2255,-63.1333
7001,Gx,14.0,Aqr,315.3004,-0.1833
I1343,,,Cap,315.3004,-15.4000
I1344,Gx,15.0,Aqr,315.3254,-13.3666
I5071,Gx,,Pav,315.3256,-72.6499
I1345,,,Aqr,315.3504,-13.4000
7006,Gb,10.6,Del,315.3754,16.1833
6998,Gx,,Mic,315.4004,-28.0166
I1346,,,Aqr,315.4254,-13.8666
I1347,Gx,,Aqr,315.4254,-13.3166
I1348,,,Aqr,315.4254,-13.3500
I1349,,,Aqr,315.4504,-13.2666
7011,-,,Cyg,315.4754,47.3166
I1351,,,Aqr,315.4754,-13.2000
I1352,,,Aqr,315.4754,-13.3833
I1353,,,Aqr,315.4754,-13.2666
6999,Gx,,Mic,315.5004,-28.0666
7005,OC,,Aqr,315.5004,-12.8833
I1350,Gx,15.0,Aqr,315.5004,-13.8500
I1354,,,Aqr,315.5004,-13.7500
I1355,,,Aqr,315.5004,-13.1666
I5072,,,Pav,315.5006,-72.9833
I5080,Gx,16.0,Del,315.6254,19.2167
I5078,Gx,,Cap,315.6504,-16.8166
I1356,,,Cap,315.7254,-15.8000
I5081,,,Del,315.7504,19.2000
I5073,Gx,,Pav,315.8256,-72.6833
7002,Gx,,Ind,315.9004,-49.0166
7013,Gx,12.0,Cyg,315.9004,29.9000
I5083,Gx,15.0,Equ,315.9504,11.7667
7004,Gx,,Ind,315.9754,-49.1166
7009,Pl,8.0,Aqr,316.0504,-11.3666
I5075,,,Pav,316.1256,-71.8499
7010,Gx,14.0,Aqr,316.1754,-12.3333
I5082,,,Aqr,316.1754,-12.3500
7007,Gx,13.0,Ind,316.3755,-52.5500
I5079,OC,,Ind,316.3755,-56.2500
7015,Gx,13.0,Equ,316.4254,11.4167
I1357,,,Aqr,316.4754,-10.7166
7024,-,,Cyg,316.5004,41.5000
7026,Pl,13.0,Cyg,316.5754,47.8500
7019,Gx,,Cap,316.6004,-24.4166
I1358,,,Cap,316.6254,-16.2000
7012,Gx,,Mic,316.7004,-44.8166
7027,Pl,10.0,Cyg,316.7754,42.2333
7031,OC,9.1,Cyg,316.8254,50.8333
7016,Gx,15.0,Cap,316.8504,-25.5000
7017,Gx,15.0,Cap,316.8754,-25.5000
7018,Gx,14.0,Cap,316.9004,-25.4666
7014,Gx,12.3,Ind,316.9754,-47.1833
7025,Gx,14.0,Del,316.9754,16.3333
7028,-,,Del,317.0754,18.4833
I5086,Gx,,Mic,317.1254,-29.7666
I1359,Gx,15.0,Del,317.1754,12.4500
I5077,,,Pav,317.2506,-73.6499
I5084,Gx,,Pav,317.3005,-63.2833
I5088,Gx,,Cap,317.3504,-22.8833
7022,Gx,,Ind,317.3754,-49.3000
7033,Gx,15.0,Peg,317.4004,15.1167
7034,Gx,15.0,Peg,317.4254,15.1500
7036,-,,Peg,317.5504,15.4500
I1363,?,,Cyg,317.6504,46.8500
7037,-,,Cyg,317.6754,33.7166
7035,Gx,,Cap,317.7004,-23.1333
I1360,Gx,,Equ,317.7004,5.0667
I5089,,,Aqr,317.7504,-3.8500
7030,Gx,,Cap,317.8004,-20.5000
7039,OC,7.6,Cyg,317.8004,45.6500
7021,,,Pav,317.8255,-64.0333
7020,Gx,12.0,Pav,317.8505,-64.0499
I1361,Gx,15.0,Equ,317.8754,5.0500
I5090,Gx,14.0,Aqr,317.9004,-2.0333
I1362,Gx,16.0,Aqr,317.9504,2.3333
7029,Gx,11.8,Ind,317.9754,-49.2833
I1369,OC,6.8,Cyg,318.0254,47.7333
7044,OC,11.0,Cyg,318.2254,42.4833
7040,Gx,15.0,Equ,318.3004,8.8500
I1364,Gx,15.0,Equ,318.3254,2.7833
I5085,,,Pav,318.3506,-74.0999
7042,Gx,13.0,Peg,318.4504,13.5500
I1365,Gx,15.0,Equ,318.4754,2.5833
7043,Gx,15.0,Peg,318.5254,13.6000
I1366,Gx,16.0,Aqr,318.5254,1.7500
7048,Pl,11.0,Cyg,318.5504,46.2666
I1367,Gx,15.0,Equ,318.5504,2.9833
I1368,,,Aqr,318.5754,2.1667
I5087,Gx,,Pav,318.5756,-73.7666
7045,D*,,Equ,318.7004,4.5167
7046,Gx,14.0,Equ,318.7254,2.8333
I5097,***,,Equ,318.7504,4.4500
I5098,D*,,Equ,318.7504,4.4833
7050,-,,Cyg,318.7754,36.2000
7038,Gx,12.0,Ind,318.8004,-47.2166
I1370,Gx,15.0,Aqr,318.8004,2.2000
7032,Gx,,Pav,318.8505,-68.2833
I5092,Gx,,Pav,319.0505,-64.4666
7041,Gx,11.1,Ind,319.1254,-48.3666
7047,Gx,14.0,Aqr,319.1254,-0.8333
I5095,,,Pav,319.3255,-59.9333
I5091,,,Pav,319.4256,-70.6499
I5094,Gx,,Pav,319.4505,-66.4333
I5096,Gx,,Pav,319.6005,-63.7666
7052,Gx,14.0,Vul,319.6504,26.4500
I5093,,,Pav,319.7005,-70.6333
7049,Gx,10.7,Ind,319.7504,-48.5666
7055,-,,Cep,319.8505,57.5833
7051,Gx,14.0,Aqr,319.9504,-8.7833
I1371,Gx,15.0,Aqr,320.0754,-4.8833
I1372,,,Aqr,320.0754,-5.6167
I1373,Gx,15.0,Aqr,320.1504,1.0833
7054,-,,Cyg,320.1754,39.1666
7058,-,,Cyg,320.2504,50.8000
I1374,Gx,16.0,Aqr,320.2504,1.7167
I1375,Gx,15.0,Equ,320.2504,4.0000
7053,Gx,14.0,Peg,320.2754,23.0667
I5104,Gx,14.0,Peg,320.3754,21.2333
I5100,Gx,,Pav,320.4255,-65.9333
I5099,,,Pav,320.4756,-70.9999
I5101,Gx,,Pav,320.4755,-65.8333
7056,Gx,14.0,Peg,320.5504,18.6500
I1378,,,Cep,320.7505,55.4500
7062,OC,8.3,Cyg,320.8004,46.3833
7067,OC,9.7,Cyg,321.0504,48.0166
7063,OC,7.0,Cyg,321.1004,36.5000
I5105,Gx,11.5,Mic,321.1004,-40.6166
I1376,,,Aqr,321.1754,-5.7500
7057,Gx,,Mic,321.2504,-42.4833
I1377,Gx,14.0,Equ,321.3504,4.3167
7060,Gx,,Mic,321.4754,-42.4000
I1379,Gx,16.0,Equ,321.5004,3.1000
7066,Gx,15.0,Peg,321.5504,14.1667
7076,Nb,,Cep,321.5755,62.8833
I5102,,,Pav,321.5756,-73.3166
7071,-,,Cyg,321.6254,47.9500
7068,Gx,15.0,Peg,321.6504,12.2167
7065,Gx,,Aqr,321.6754,-7.0000
I1382,,,Peg,321.7254,18.6500
I1380,Gx,15.0,Peg,321.7754,2.7167
7059,Gx,13.0,Pav,321.8505,-60.0166
7061,Gx,,Ind,321.8504,-49.0666
I1381,Gx,15.0,Aqr,321.9004,-1.1833
I1383,Gx,16.0,Aqr,321.9254,-1.0833
I1384,Gx,14.0,Aqr,321.9504,-1.3667
7069,Gx,15.0,Aqr,322.0254,-1.6333
I5111,Gx,15.0,Aqr,322.0504,2.4833
I5107,,,Pav,322.0755,-65.7333
I5106,Gx,,Pav,322.1505,-70.8333
I1385,Gx,15.0,Aqr,322.2254,-1.0667
7064,Gx,13.0,Ind,322.2504,-52.7666
I5103,Gx,,Pav,322.3006,-74.0666
7082,OC,7.2,Cyg,322.3504,47.0833
7073,Gx,14.0,Cap,322.3754,-11.4666
7074,Gx,,Peg,322.3754,6.7000
I5112,OC,,Peg,322.3754,6.7833
I1386,Gx,,Cap,322.4004,-21.2000
I1387,Gx,15.0,Aqr,322.4004,-1.3500
I5113,OC,,Peg,322.4254,6.8167
7077,Gx,14.0,Aqr,322.4754,2.4167
I1388,Gx,15.0,Aqr,322.4754,-0.6333
7078,Gb,6.4,Peg,322.5004,12.1667
7080,Gx,14.0,Vul,322.5004,26.7166
7070,Gx,12.3,Gru,322.6254,-43.1000
7086,OC,8.4,Cyg,322.6254,51.5833
I5115,,,Peg,322.6254,11.7833
7072,Gx,13.9,Gru,322.6504,-43.1500
I5110,,,Ind,322.6505,-59.9833
7081,Gx,13.0,Aqr,322.8504,2.5000
7075,Gx,,Gru,322.8754,-38.6000
7084,-,,Peg,322.9504,17.4167
I1389,,,Cap,323.0254,-18.0166
7092,OC,4.6,Cyg,323.0504,48.4333
7085,Gx,15.0,Peg,323.0754,6.6000
7079,Gx,11.6,Gru,323.1254,-44.0833
I1390,Gx,15.0,Aqr,323.1254,-1.8667
I5117,Pl,13.0,Cyg,323.1254,44.5833
I5108,Gx,,Ind,323.2256,-72.6666
7088,-,,Aqr,323.3504,-0.3833
7089,Gb,6.5,Aqr,323.3754,-0.8167
I5109,,,Ind,323.4756,-74.0999
I5119,Gx,15.0,Peg,323.5004,21.8167
7091,Gx,,Gru,323.5254,-36.6333
I5114,Gx,,Gru,323.5254,-36.6500
7087,Gx,,Gru,323.6504,-40.8166
7093,-,,Cyg,323.7004,46.0166
I1391,Gx,16.0,Aqr,323.7754,-0.5000
I1392,Gx,13.0,Cyg,323.9004,35.4000
7083,Gx,12.0,Ind,323.9255,-63.8999
7090,Gx,11.0,Ind,324.1254,-54.5499
7094,Pl,,Peg,324.2254,12.7833
I5116,,,Ind,324.2755,-70.9833
I5120,Gx,,Ind,324.7005,-64.3499
I1396,C+N,3.5,Cep,324.7755,57.5000
7100,Gx,14.0,Peg,324.8754,8.8833
7101,?,,Peg,324.9004,8.9000
7102,Gx,13.1,Peg,324.9254,6.2833
I5122,,,Cap,324.9504,-22.4000
I5127,,,Peg,324.9504,6.2333
7103,Gx,15.0,Cap,324.9754,-22.4666
I5124,,,Cap,324.9754,-22.4333
7104,Gx,15.0,Cap,325.0254,-22.4166
I5126,,,Aqr,325.0254,-5.3667
7095,Gx,,Gru,325.0504,-42.5333
I1393,,,Cap,325.0504,-22.4166
I1394,Gx,15.0,Peg,325.0504,14.6333
7097,Gx,12.0,Gru,325.0754,-42.5333
I5118,,,Ind,325.0755,-71.3833
7099,Gb,7.5,Cap,325.1004,-23.1833
7105,-,,Cap,325.1254,-10.3333
7096,Gx,13.0,Ind,325.3255,-63.8999
7129,C+N,12.0,Cep,325.3255,66.0999
I5121,Gx,,Ind,325.3255,-63.9166
7114,-,,Cyg,325.4254,42.8333
I1395,Gx,15.0,Peg,325.4254,4.1167
7111,Gx,15.0,Aqr,325.4504,-6.7167
I5125,Gx,,Ind,325.4504,-52.7666
7109,Gx,,PsA,325.4754,-34.4500
7110,Gx,,PsA,325.5504,-34.1666
7112,Gx,15.0,Peg,325.5754,12.5000
I5132,,,Cep,325.5755,66.1333
7107,Gx,13.0,Gru,325.6004,-44.7999
7108,Gx,,Aqr,325.6004,-6.7833
7113,Gx,15.0,Peg,325.6004,12.5833
I5133,,,Cep,325.6005,66.1499
7106,Gx,,Ind,325.6504,-52.6999
7116,Gx,14.0,Cyg,325.6504,28.9500
7133,Nb,,Cep,325.6505,66.0499
I5128,,,Gru,325.6754,-39.0000
I5134,,,Cep,325.7505,66.0999
7115,Gx,14.0,PsA,325.9004,-25.3500
7127,OC,,Cyg,325.9754,54.6166
7128,OC,9.7,Cyg,326.0004,53.7166
I1397,,,Aqr,326.0004,-4.8833
I1400,,,Cyg,326.0504,52.9500
7120,Gx,15.0,Aqr,326.1004,-6.5500
I1402,,,Cyg,326.2004,53.2666
I5123,Gx,,Ind,326.2005,-72.4166
7121,Gx,14.0,Aqr,326.2254,-3.6167
7117,Gx,,Gru,326.4254,-48.3999
7122,D*,,Cap,326.4254,-8.8166
7139,Pl,,Cep,326.4755,63.6499
7142,OC,9.3,Cep,326.4755,65.7999
I1398,Gx,15.0,Peg,326.4754,9.4667
7118,Gx,,Gru,326.5254,-48.3499
I1399,Gx,16.0,Peg,326.5254,4.4000
7119,Gx,14.0,Gru,326.5754,-46.5166
7098,Gx,,Oct,326.7006,-75.1166
I1401,Gx,,Aqr,326.7254,1.7000
7132,Gx,14.0,Peg,326.8004,10.2333
I5131,Gx,12.4,PsA,326.8504,-34.8833
7131,Gx,14.0,Cap,326.9254,-13.1833
I5129,,,Ind,326.9505,-65.3833
7124,Gx,13.0,Ind,327.0254,-50.5666
7137,Gx,12.4,Peg,327.0504,22.1666
7130,Gx,,PsA,327.0754,-34.9500
I5135,Gx,12.3,PsA,327.0754,-34.9500
I5136,,,PsA,327.2004,-33.6500
7134,Ast,,Cap,327.2254,-12.9833
7143,D*,,Cyg,327.2254,29.9500
7138,Gx,15.0,Peg,327.2504,12.5000
7125,Gx,13.0,Ind,327.3255,-60.7166
7126,Gx,13.0,Ind,327.3255,-60.6166
7136,D*,,Cap,327.4254,-11.7833
7135,Gx,11.7,PsA,327.4504,-34.8833
7150,Ast,,Cyg,327.6004,49.7500
I5130,Gx,,Ind,327.6006,-73.9999
I5139,Gx,,PsA,327.6004,-31.0000
I1403,,,Aqr,327.6254,-2.7167
7123,Gx,,Ind,327.7005,-70.3333
I1405,Gx,15.0,Aqr,327.7004,2.0167
I1404,,,Cap,327.7254,-9.2666
I1406,Gx,15.0,Aqr,327.7504,1.9833
I5137,,,Ind,327.9005,-65.5833
7146,Gx,15.0,Peg,327.9504,3.0167
7147,Gx,15.0,Peg,328.0004,3.0667
7148,D*,,Peg,328.0254,3.3333
7141,Gx,,Ind,328.0504,-55.5666
7149,Gx,14.0,Peg,328.0504,3.3000
7140,Gx,,Ind,328.0754,-55.5666
I1407,Gx,15.0,Peg,328.0754,3.4333
7144,Gx,10.7,Gru,328.1754,-48.2499
I1408,Gx,15.0,Cap,328.3004,-13.3500
7145,Gx,11.2,Gru,328.3254,-47.8833
I1409,,,Aqr,328.3254,-7.5000
I5141,Gx,,Ind,328.3255,-59.4999
I5146,C+N,7.2,Cyg,328.3504,47.2666
I5138,,,Ind,328.3755,-68.9499
7160,OC,6.1,Cep,328.4255,62.5999
7152,Gx,14.0,PsA,328.4754,-29.2666
I5144,,,Peg,328.4754,15.1000
I5145,,,Peg,328.5504,15.2167
I5140,Gx,,Ind,328.5755,-67.3333
7153,Gx,14.0,PsA,328.6004,-29.0333
7156,Gx,13.0,Peg,328.6504,2.9500
7151,Gx,,Ind,328.7504,-50.6666
I5142,Gx,,Ind,328.8255,-65.5166
7154,Gx,,PsA,328.8504,-34.8166
I1410,,,Aqr,329.0004,-2.8833
I1411,Gx,14.0,Aqr,329.0254,-1.5167
7155,Gx,13.0,Ind,329.0504,-49.5333
I5143,,,Gru,329.0754,-49.0499
7159,Gx,15.0,Peg,329.1004,13.5667
7164,Gx,,Aqr,329.1504,1.3667
7157,Gx,14.0,PsA,329.2004,-25.3833
7161,D*,,Peg,329.2504,2.9500
7158,***,,Cap,329.3504,-11.6000
I1412,Gx,,Cap,329.5754,-17.1833
I1414,,,Peg,329.5754,8.4000
I1413,,,Aqr,329.6254,-3.1000
I1415,*,,Aqr,329.6754,1.3500
I5149,,,PsA,329.6754,-27.3833
7175,-,,Cyg,329.7004,54.8166
I1416,,,Aqr,329.7004,1.4500
I5151,Gx,15.0,Peg,329.7254,3.7500
I5150,,,Gru,329.8004,-39.4166
7163,Gx,13.4,PsA,329.8254,-31.8833
I5147,Gx,,Ind,329.8505,-65.4499
7165,Gx,14.0,Aqr,329.8754,-16.5166
I5148,Pl,,Gru,329.8754,-39.3833
7162,Gx,13.0,Gru,329.9504,-43.3166
I1417,Gx,,Aqr,330.1004,-13.1500
I5153,?,,Peg,330.1004,17.8500
7167,Gx,13.0,Aqr,330.1254,-24.6333
7166,Gx,11.8,Gru,330.1754,-43.4166
7177,Gx,11.2,Peg,330.1754,17.7333
7171,Gx,12.3,Aqr,330.2504,-13.2666
7186,,,Peg,330.2504,35.1000
7170,,,Aqr,330.3504,-5.4500
7181,Gx,15.0,Aqr,330.4504,-1.9667
7182,Gx,15.0,Aqr,330.4754,-2.2000
7172,Gx,11.9,PsA,330.5004,-31.8666
7173,Gx,12.1,PsA,330.5004,-31.9666
I1418,Gx,14.0,Peg,330.5004,4.3500
7168,Gx,13.0,Ind,330.5254,-51.7499
7174,Gx,12.6,PsA,330.5254,-31.9833
7176,Gx,11.9,PsA,330.5254,-31.9833
I5155,*,,Aqr,330.5254,0.5000
7180,Gx,12.5,Aqr,330.5754,-20.5500
